"SITECODE","LCODE","SDATE","SECTION","FIELDNAME","VALUE","BROODED"
"T07","01",08-JUN-93,3,"99",1,""
"T07","01",08-JUN-93,4,"XX",0,""
"T07","01",08-JUN-93,5,"XX",0,""
"T07","01",08-JUN-93,6,"XX",0,""
"T07","01",08-JUN-93,1,"99",2,""
"T07","01",08-JUN-93,2,"99",2,""
"T06","01",08-JUN-93,1,"100",1,""
"T06","01",08-JUN-93,2,"106",1,""
"T06","01",08-JUN-93,4,"75",1,""
"T06","01",08-JUN-93,4,"98",3,""
"T06","01",08-JUN-93,5,"100",1,""
"T06","01",08-JUN-93,5,"98",1,""
"T06","01",08-JUN-93,6,"XX",0,""
"T06","01",08-JUN-93,7,"XX",0,""
"T06","01",08-JUN-93,8,"XX",0,""
"T06","01",08-JUN-93,9,"XX",0,""
"T06","01",08-JUN-93,10,"XX",0,""
"T06","01",08-JUN-93,11,"XX",0,""
"T06","01",08-JUN-93,12,"XX",0,""
"T04","02",08-JUN-93,1,"29",4,""
"T04","02",08-JUN-93,2,"XX",0,""
"T04","02",08-JUN-93,3,"29",4,""
"T04","02",08-JUN-93,4,"XX",0,""
"T04","02",08-JUN-93,5,"XX",0,""
"T04","02",08-JUN-93,6,"XX",0,""
"T04","02",08-JUN-93,7,"29",1,""
"T04","02",08-JUN-93,7,"99",1,""
"T04","01",09-JUN-93,6,"XX",0,""
"T04","01",09-JUN-93,5,"XX",0,""
"T04","01",09-JUN-93,8,"XX",0,""
"T04","01",09-JUN-93,9,"XX",0,""
"T04","01",09-JUN-93,10,"XX",0,""
"T03","01",09-JUN-93,1,"XX",0,""
"T03","01",09-JUN-93,2,"XX",0,""
"T03","01",09-JUN-93,3,"XX",0,""
"T03","01",09-JUN-93,4,"99",2,""
"T03","01",09-JUN-93,5,"98",1,""
"T03","01",09-JUN-93,6,"XX",0,""
"T03","01",09-JUN-93,7,"XX",0,""
"T03","01",09-JUN-93,8,"XX",0,""
"T03","01",09-JUN-93,9,"XX",0,""
"T03","01",09-JUN-93,10,"XX",0,""
"T04","01",09-JUN-93,1,"XX",0,""
"T04","01",09-JUN-93,2,"XX",0,""
"T04","01",09-JUN-93,3,"XX",0,""
"T04","01",09-JUN-93,4,"XX",0,""
"T04","01",09-JUN-93,7,"XX",0,""
"T04","02",10-JUN-93,1,"29",2,""
"T04","02",10-JUN-93,2,"XX",0,""
"T04","02",10-JUN-93,3,"29",4,""
"T04","02",10-JUN-93,7,"XX",0,""
"T04","02",10-JUN-93,5,"XX",0,""
"T04","02",10-JUN-93,6,"XX",0,""
"T04","02",10-JUN-93,4,"XX",0,""
"T06","01",15-JUN-93,1,"XX",0,""
"T01","01",15-JUN-93,12,"XX",0,""
"T06","01",15-JUN-93,2,"98",1,""
"T06","01",15-JUN-93,3,"XX",0,""
"T06","01",15-JUN-93,4,"100",1,""
"T06","01",15-JUN-93,4,"98",1,""
"T06","01",15-JUN-93,5,"XX",0,""
"T06","01",15-JUN-93,6,"XX",0,""
"T06","01",15-JUN-93,7,"XX",0,""
"T06","01",15-JUN-93,8,"122",1,""
"T06","01",15-JUN-93,9,"XX",0,""
"T06","01",15-JUN-93,10,"XX",0,""
"T06","01",15-JUN-93,11,"XX",0,""
"T06","01",15-JUN-93,12,"XX",0,""
"T05","01",15-JUN-93,1,"99",1,""
"T05","01",15-JUN-93,2,"XX",0,""
"T05","01",15-JUN-93,3,"XX",0,""
"T05","01",15-JUN-93,4,"75",1,""
"T05","01",15-JUN-93,5,"93",2,""
"T05","01",15-JUN-93,6,"93",1,""
"T05","01",15-JUN-93,6,"99",1,""
"T05","01",15-JUN-93,7,"93",2,""
"T05","01",15-JUN-93,8,"XX",0,""
"T05","01",15-JUN-93,9,"75",1,""
"T05","01",15-JUN-93,9,"93",2,""
"T05","01",15-JUN-93,10,"XX",0,""
"T05","01",15-JUN-93,11,"XX",0,""
"T05","01",15-JUN-93,12,"XX",0,""
"T05","01",15-JUN-93,13,"XX",0,""
"T05","01",15-JUN-93,14,"XX",0,""
"T05","01",15-JUN-93,15,"99",1,""
"T01","01",15-JUN-93,1,"XX",0,""
"T01","01",15-JUN-93,2,"XX",0,""
"T01","01",15-JUN-93,3,"XX",0,""
"T01","01",15-JUN-93,4,"2",1,""
"T01","01",15-JUN-93,5,"XX",0,""
"T01","01",15-JUN-93,6,"XX",0,""
"T01","01",15-JUN-93,7,"XX",0,""
"T01","01",15-JUN-93,8,"XX",0,""
"T01","01",15-JUN-93,9,"XX",0,""
"T01","01",15-JUN-93,10,"XX",0,""
"T01","01",15-JUN-93,11,"XX",0,""
"T06","01",15-JUN-93,2,"122",1,""
"T08","01",18-JUN-93,6,"88",1,""
"T08","01",18-JUN-93,7,"84",1,""
"T08","01",18-JUN-93,8,"93",4,""
"T08","01",18-JUN-93,9,"122",1,""
"T08","01",18-JUN-93,10,"XX",0,""
"T08","01",18-JUN-93,11,"XX",0,""
"T08","01",18-JUN-93,6,"75",1,""
"T08","01",18-JUN-93,13,"XX",0,""
"T08","01",18-JUN-93,1,"XX",0,""
"T08","01",18-JUN-93,2,"XX",0,""
"T08","01",18-JUN-93,3,"XX",0,""
"T08","01",18-JUN-93,4,"93",2,""
"T08","01",18-JUN-93,5,"93",3,""
"T08","01",18-JUN-93,12,"XX",0,""
"T06","01",20-JUN-93,1,"XX",0,""
"T06","01",20-JUN-93,2,"93",1,""
"T06","01",20-JUN-93,2,"98",2,""
"T06","01",20-JUN-93,3,"XX",0,""
"T06","01",20-JUN-93,4,"XX",0,""
"T06","01",20-JUN-93,5,"98",1,""
"T06","01",20-JUN-93,12,"XX",0,""
"T06","01",20-JUN-93,7,"XX",0,""
"T06","01",20-JUN-93,8,"XX",0,""
"T06","01",20-JUN-93,9,"XX",0,""
"T06","01",20-JUN-93,10,"XX",0,""
"T06","01",20-JUN-93,11,"XX",0,""
"T06","01",20-JUN-93,6,"XX",0,""
"T07","01",22-JUN-93,1,"XX",0,""
"T07","01",22-JUN-93,2,"XX",0,""
"T07","01",22-JUN-93,6,"XX",0,""
"T07","01",22-JUN-93,4,"XX",0,""
"T07","01",22-JUN-93,5,"XX",0,""
"T07","01",22-JUN-93,3,"XX",0,""
"T04","01",23-JUN-93,1,"XX",0,""
"T01","01",23-JUN-93,12,"XX",0,""
"T04","01",23-JUN-93,3,"XX",0,""
"T04","01",23-JUN-93,4,"XX",0,""
"T01","01",23-JUN-93,4,"120",2,""
"T01","01",23-JUN-93,4,"98",2,""
"T01","01",23-JUN-93,5,"XX",0,""
"T01","01",23-JUN-93,6,"XX",0,""
"T04","01",23-JUN-93,5,"XX",0,""
"T04","01",23-JUN-93,6,"29",1,""
"T04","01",23-JUN-93,7,"XX",0,""
"T04","01",23-JUN-93,8,"XX",0,""
"T04","01",23-JUN-93,9,"XX",0,""
"T04","01",23-JUN-93,10,"XX",0,""
"T01","01",23-JUN-93,1,"XX",0,""
"T01","01",23-JUN-93,2,"XX",0,""
"T01","01",23-JUN-93,3,"XX",0,""
"T01","01",23-JUN-93,4,"100",1,""
"T01","01",23-JUN-93,7,"XX",0,""
"T01","01",23-JUN-93,8,"XX",0,""
"T01","01",23-JUN-93,9,"XX",0,""
"T01","01",23-JUN-93,10,"XX",0,""
"T01","01",23-JUN-93,11,"XX",0,""
"T04","01",23-JUN-93,2,"29",2,""
"T08","01",24-JUN-93,1,"XX",0,""
"T05","01",24-JUN-93,5,"75",2,""
"T08","01",24-JUN-93,3,"122",1,""
"T08","01",24-JUN-93,3,"93",1,""
"T08","01",24-JUN-93,4,"197",1,""
"T08","01",24-JUN-93,4,"75",1,""
"T08","01",24-JUN-93,4,"88",1,""
"T08","01",24-JUN-93,4,"93",2,""
"T08","01",24-JUN-93,5,"XX",0,""
"T08","01",24-JUN-93,6,"75",11,""
"T08","01",24-JUN-93,6,"88",11,""
"T08","01",24-JUN-93,6,"93",1,""
"T08","01",24-JUN-93,7,"93",2,""
"T08","01",24-JUN-93,7,"98",1,""
"T08","01",24-JUN-93,8,"75",1,""
"T08","01",24-JUN-93,8,"88",1,""
"T08","01",24-JUN-93,8,"93",2,""
"T08","01",24-JUN-93,8,"98",2,""
"T08","01",24-JUN-93,9,"75",1,""
"T08","01",24-JUN-93,9,"93",1,""
"T08","01",24-JUN-93,9,"98",1,""
"T08","01",24-JUN-93,10,"75",9,""
"T08","01",24-JUN-93,10,"88",1,""
"T08","01",24-JUN-93,11,"75",6,""
"T08","01",24-JUN-93,12,"XX",0,""
"T08","01",24-JUN-93,13,"XX",0,""
"T05","01",24-JUN-93,6,"98",1,""
"T05","01",24-JUN-93,7,"XX",0,""
"T05","01",24-JUN-93,8,"XX",0,""
"T05","01",24-JUN-93,9,"75",2,""
"T05","01",24-JUN-93,10,"93",1,""
"T05","01",24-JUN-93,11,"75",1,""
"T05","01",24-JUN-93,12,"XX",0,""
"T05","01",24-JUN-93,13,"XX",0,""
"T05","01",24-JUN-93,14,"XX",0,""
"T05","01",24-JUN-93,15,"XX",0,""
"T05","01",24-JUN-93,1,"XX",0,""
"T05","01",24-JUN-93,2,"XX",0,""
"T05","01",24-JUN-93,3,"75",1,""
"T05","01",24-JUN-93,4,"XX",0,""
"T08","01",24-JUN-93,2,"XX",0,""
"T06","01",25-JUN-93,2,"88",1,""
"T01","01",25-JUN-93,9,"XX",0,""
"T06","01",25-JUN-93,4,"XX",0,""
"T06","01",25-JUN-93,5,"XX",0,""
"T06","01",25-JUN-93,6,"XX",0,""
"T06","01",25-JUN-93,7,"XX",0,""
"T06","01",25-JUN-93,8,"XX",0,""
"T06","01",25-JUN-93,9,"XX",0,""
"T06","01",25-JUN-93,10,"100",1,""
"T06","01",25-JUN-93,11,"XX",0,""
"T06","01",25-JUN-93,12,"XX",0,""
"T06","01",25-JUN-93,1,"XX",0,""
"T01","01",25-JUN-93,10,"XX",0,""
"T01","01",25-JUN-93,11,"XX",0,""
"T01","01",25-JUN-93,12,"XX",0,""
"T03","01",25-JUN-93,1,"XX",0,""
"T03","01",25-JUN-93,2,"XX",0,""
"T03","01",25-JUN-93,3,"XX",0,""
"T03","01",25-JUN-93,4,"XX",0,""
"T03","01",25-JUN-93,5,"XX",0,""
"T03","01",25-JUN-93,6,"XX",0,""
"T03","01",25-JUN-93,7,"XX",0,""
"T03","01",25-JUN-93,8,"XX",0,""
"T03","01",25-JUN-93,9,"XX",0,""
"T03","01",25-JUN-93,10,"XX",0,""
"T01","01",25-JUN-93,1,"XX",0,""
"T01","01",25-JUN-93,2,"XX",0,""
"T01","01",25-JUN-93,3,"XX",0,""
"T01","01",25-JUN-93,4,"120",1,""
"T01","01",25-JUN-93,4,"122",1,""
"T01","01",25-JUN-93,4,"29",1,""
"T01","01",25-JUN-93,4,"98",1,""
"T01","01",25-JUN-93,5,"100",1,""
"T01","01",25-JUN-93,5,"122",1,""
"T01","01",25-JUN-93,5,"75",1,""
"T01","01",25-JUN-93,6,"XX",0,""
"T01","01",25-JUN-93,7,"120",2,""
"T01","01",25-JUN-93,7,"75",1,""
"T01","01",25-JUN-93,7,"8",1,""
"T01","01",25-JUN-93,8,"XX",0,""
"T06","01",25-JUN-93,3,"XX",0,""
"T04","02",27-JUN-93,1,"29",1,""
"T04","02",27-JUN-93,2,"XX",0,""
"T04","02",27-JUN-93,3,"29",5,""
"T04","02",27-JUN-93,7,"XX",0,""
"T04","02",27-JUN-93,5,"XX",0,""
"T04","02",27-JUN-93,6,"XX",0,""
"T04","02",27-JUN-93,4,"XX",0,""
"T07","01",28-JUN-93,1,"99",1,""
"T07","01",28-JUN-93,2,"99",1,""
"T07","01",28-JUN-93,3,"29",4,""
"T07","01",28-JUN-93,6,"99",1,""
"T07","01",28-JUN-93,4,"29",2,""
"T07","01",28-JUN-93,4,"99",1,""
"T07","01",28-JUN-93,5,"99",2,""
"T07","01",28-JUN-93,3,"99",4,""
"T04","01",29-JUN-93,1,"XX",0,""
"T04","01",29-JUN-93,2,"29",2,""
"T04","01",29-JUN-93,3,"XX",0,""
"T04","01",29-JUN-93,4,"XX",0,""
"T04","01",29-JUN-93,10,"29",1,""
"T04","01",29-JUN-93,6,"XX",0,""
"T04","01",29-JUN-93,7,"29",1,""
"T04","01",29-JUN-93,8,"29",2,""
"T04","01",29-JUN-93,9,"XX",0,""
"T04","01",29-JUN-93,5,"29",1,""
"T04","02",01-JUL-93,1,"29",2,""
"T05","01",01-JUL-93,8,"XX",0,""
"T04","02",01-JUL-93,3,"29",4,""
"T04","02",01-JUL-93,4,"XX",0,""
"T04","02",01-JUL-93,5,"XX",0,""
"T04","02",01-JUL-93,6,"XX",0,""
"T04","02",01-JUL-93,7,"XX",0,""
"T05","01",01-JUL-93,9,"75",3,""
"T05","01",01-JUL-93,10,"75",1,""
"T05","01",01-JUL-93,10,"8",1,""
"T05","01",01-JUL-93,10,"93",2,""
"T05","01",01-JUL-93,11,"93",1,""
"T05","01",01-JUL-93,12,"XX",0,""
"T05","01",01-JUL-93,13,"XX",0,""
"T05","01",01-JUL-93,14,"XX",0,""
"T05","01",01-JUL-93,15,"XX",0,""
"T05","01",01-JUL-93,1,"XX",0,""
"T05","01",01-JUL-93,2,"XX",0,""
"T05","01",01-JUL-93,3,"75",2,""
"T05","01",01-JUL-93,3,"8",3,""
"T05","01",01-JUL-93,4,"75",3,""
"T05","01",01-JUL-93,4,"8",1,""
"T05","01",01-JUL-93,5,"75",1,""
"T05","01",01-JUL-93,6,"8",1,""
"T05","01",01-JUL-93,7,"XX",0,""
"T04","02",01-JUL-93,2,"XX",0,""
"T08","01",02-JUL-93,8,"98",3,""
"T08","01",02-JUL-93,9,"75",22,""
"T08","01",02-JUL-93,9,"93",2,""
"T08","01",02-JUL-93,10,"75",19,""
"T08","01",02-JUL-93,11,"75",18,""
"T08","01",02-JUL-93,11,"88",1,""
"T08","01",02-JUL-93,12,"XX",0,""
"T08","01",02-JUL-93,13,"XX",0,""
"T08","01",02-JUL-93,1,"100",1,""
"T08","01",02-JUL-93,2,"2",2,""
"T08","01",02-JUL-93,2,"75",1,""
"T08","01",02-JUL-93,3,"122",1,""
"T08","01",02-JUL-93,3,"93",1,""
"T08","01",02-JUL-93,3,"98",1,""
"T08","01",02-JUL-93,4,"2",1,""
"T08","01",02-JUL-93,4,"75",6,""
"T08","01",02-JUL-93,4,"88",2,""
"T08","01",02-JUL-93,4,"93",1,""
"T08","01",02-JUL-93,5,"75",2,""
"T08","01",02-JUL-93,5,"93",4,""
"T08","01",02-JUL-93,6,"75",9,""
"T08","01",02-JUL-93,6,"78",2,""
"T08","01",02-JUL-93,6,"88",6,""
"T08","01",02-JUL-93,6,"93",2,""
"T08","01",02-JUL-93,7,"75",8,""
"T08","01",02-JUL-93,7,"8",1,""
"T01","01",02-JUL-93,1,"XX",0,""
"T01","01",02-JUL-93,2,"29",2,""
"T01","01",02-JUL-93,3,"XX",0,""
"T01","01",02-JUL-93,4,"100",1,""
"T01","01",02-JUL-93,4,"120",4,""
"T01","01",02-JUL-93,4,"8",4,""
"T01","01",02-JUL-93,5,"120",1,""
"T01","01",02-JUL-93,5,"75",2,""
"T01","01",02-JUL-93,6,"120",1,""
"T01","01",02-JUL-93,6,"75",1,""
"T01","01",02-JUL-93,6,"8",2,""
"T01","01",02-JUL-93,7,"75",2,""
"T01","01",02-JUL-93,7,"8",1,""
"T01","01",02-JUL-93,7,"88",1,""
"T01","01",02-JUL-93,8,"75",3,""
"T01","01",02-JUL-93,9,"75",1,""
"T01","01",02-JUL-93,9,"8",2,""
"T01","01",02-JUL-93,10,"XX",0,""
"T01","01",02-JUL-93,11,"XX",0,""
"T01","01",02-JUL-93,12,"XX",0,""
"T06","01",02-JUL-93,1,"XX",0,""
"T06","01",02-JUL-93,2,"75",6,""
"T06","01",02-JUL-93,2,"88",1,""
"T06","01",02-JUL-93,2,"98",1,""
"T06","01",02-JUL-93,3,"XX",0,""
"T06","01",02-JUL-93,4,"XX",0,""
"T06","01",02-JUL-93,5,"XX",0,""
"T06","01",02-JUL-93,6,"XX",0,""
"T06","01",02-JUL-93,7,"122",1,""
"T06","01",02-JUL-93,7,"98",1,""
"T06","01",02-JUL-93,8,"XX",0,""
"T06","01",02-JUL-93,9,"XX",0,""
"T06","01",02-JUL-93,12,"XX",0,""
"T06","01",02-JUL-93,10,"122",1,""
"T06","01",02-JUL-93,11,"XX",0,""
"T08","01",02-JUL-93,7,"98",5,""
"T08","01",02-JUL-93,8,"75",4,""
"T08","01",02-JUL-93,8,"93",2,""
"T05","01",06-JUL-93,1,"XX",0,""
"T05","01",06-JUL-93,2,"XX",0,""
"T05","01",06-JUL-93,3,"2",2,""
"T05","01",06-JUL-93,3,"75",4,""
"T05","01",06-JUL-93,3,"8",4,""
"T05","01",06-JUL-93,4,"75",7,""
"T05","01",06-JUL-93,4,"8",2,""
"T05","01",06-JUL-93,5,"122",1,""
"T05","01",06-JUL-93,5,"8",1,""
"T05","01",06-JUL-93,5,"93",2,""
"T05","01",06-JUL-93,6,"75",3,""
"T05","01",06-JUL-93,6,"8",2,""
"T05","01",06-JUL-93,7,"XX",0,""
"T05","01",06-JUL-93,8,"100",1,""
"T05","01",06-JUL-93,8,"75",1,""
"T05","01",06-JUL-93,8,"8",3,""
"T05","01",06-JUL-93,8,"88",1,""
"T05","01",06-JUL-93,8,"93",1,""
"T05","01",06-JUL-93,9,"75",11,""
"T05","01",06-JUL-93,9,"8",5,""
"T05","01",06-JUL-93,9,"88",1,""
"T05","01",06-JUL-93,10,"2",1,""
"T05","01",06-JUL-93,10,"75",7,""
"T05","01",06-JUL-93,10,"93",1,""
"T05","01",06-JUL-93,10,"99",1,""
"T05","01",06-JUL-93,11,"75",1,""
"T05","01",06-JUL-93,11,"8",11,""
"T05","01",06-JUL-93,12,"XX",0,""
"T05","01",06-JUL-93,13,"XX",0,""
"T05","01",06-JUL-93,14,"8",3,""
"T05","01",06-JUL-93,15,"XX",0,""
"T07","01",06-JUL-93,1,"122",1,""
"T07","01",06-JUL-93,2,"XX",0,""
"T07","01",06-JUL-93,3,"29",1,""
"T07","01",06-JUL-93,3,"99",1,""
"T07","01",06-JUL-93,4,"99",1,""
"T07","01",06-JUL-93,5,"29",1,""
"T07","01",06-JUL-93,6,"XX",0,""
"T08","01",08-JUL-93,6,"78",1,""
"T08","01",08-JUL-93,6,"75",13,""
"T08","01",08-JUL-93,7,"75",4,""
"T08","01",08-JUL-93,8,"75",2,""
"T08","01",08-JUL-93,8,"8",3,""
"T08","01",08-JUL-93,9,"75",8,""
"T08","01",08-JUL-93,9,"98",1,""
"T08","01",08-JUL-93,10,"75",6,""
"T08","01",08-JUL-93,11,"75",10,""
"T08","01",08-JUL-93,12,"XX",0,""
"T08","01",08-JUL-93,13,"XX",0,""
"T08","01",08-JUL-93,1,"XX",0,""
"T08","01",08-JUL-93,2,"2",1,""
"T08","01",08-JUL-93,3,"75",2,""
"T08","01",08-JUL-93,4,"75",6,""
"T08","01",08-JUL-93,4,"76",2,""
"T08","01",08-JUL-93,5,"XX",0,""
"T08","01",08-JUL-93,6,"8",2,""
"T03","01",09-JUL-93,1,"93",1,""
"T03","01",09-JUL-93,2,"XX",0,""
"T03","01",09-JUL-93,3,"93",1,""
"T03","01",09-JUL-93,4,"XX",0,""
"T03","01",09-JUL-93,10,"93",1,""
"T03","01",09-JUL-93,6,"XX",0,""
"T03","01",09-JUL-93,7,"XX",0,""
"T03","01",09-JUL-93,8,"XX",0,""
"T03","01",09-JUL-93,9,"XX",0,""
"T03","01",09-JUL-93,5,"XX",0,""
"T05","01",12-JUL-93,3,"2",2,""
"T05","01",12-JUL-93,15,"120",1,""
"T05","01",12-JUL-93,3,"76",1,""
"T05","01",12-JUL-93,3,"8",4,""
"T05","01",12-JUL-93,4,"120",2,""
"T05","01",12-JUL-93,4,"122",1,""
"T05","01",12-JUL-93,4,"75",8,""
"T05","01",12-JUL-93,4,"8",1,""
"T05","01",12-JUL-93,5,"75",5,""
"T05","01",12-JUL-93,6,"8",3,""
"T05","01",12-JUL-93,7,"75",1,""
"T05","01",12-JUL-93,7,"8",1,""
"T05","01",12-JUL-93,7,"88",1,""
"T05","01",12-JUL-93,8,"75",2,""
"T05","01",12-JUL-93,8,"8",6,""
"T05","01",12-JUL-93,9,"75",4,""
"T05","01",12-JUL-93,9,"8",6,""
"T05","01",12-JUL-93,10,"75",5,""
"T05","01",12-JUL-93,10,"8",1,""
"T05","01",12-JUL-93,11,"8",12,""
"T04","02",12-JUL-93,1,"XX",0,""
"T04","02",12-JUL-93,2,"XX",0,""
"T04","02",12-JUL-93,3,"29",3,""
"T04","02",12-JUL-93,4,"XX",0,""
"T04","02",12-JUL-93,5,"XX",0,""
"T04","02",12-JUL-93,6,"XX",0,""
"T04","02",12-JUL-93,7,"XX",0,""
"T05","01",12-JUL-93,1,"XX",0,""
"T05","01",12-JUL-93,2,"2",1,""
"T05","01",12-JUL-93,2,"75",2,""
"T05","01",12-JUL-93,2,"8",7,""
"T05","01",12-JUL-93,11,"88",1,""
"T05","01",12-JUL-93,12,"XX",0,""
"T05","01",12-JUL-93,13,"2",1,""
"T05","01",12-JUL-93,13,"8",1,""
"T05","01",12-JUL-93,14,"8",5,""
"T05","01",12-JUL-93,3,"75",3,""
"T07","01",13-JUL-93,1,"122",1,""
"T04","01",13-JUL-93,10,"XX",0,""
"T07","01",13-JUL-93,3,"29",2,""
"T07","01",13-JUL-93,4,"29",1,""
"T07","01",13-JUL-93,5,"XX",0,""
"T07","01",13-JUL-93,6,"100",1,""
"T07","01",13-JUL-93,6,"8",3,""
"T04","01",13-JUL-93,1,"XX",0,""
"T04","01",13-JUL-93,2,"29",1,""
"T04","01",13-JUL-93,3,"XX",0,""
"T04","01",13-JUL-93,4,"XX",0,""
"T04","01",13-JUL-93,5,"XX",0,""
"T04","01",13-JUL-93,6,"XX",0,""
"T04","01",13-JUL-93,7,"XX",0,""
"T04","01",13-JUL-93,8,"XX",0,""
"T04","01",13-JUL-93,9,"XX",0,""
"T07","01",13-JUL-93,2,"XX",0,""
"T01","01",14-JUL-93,1,"XX",0,""
"T01","01",14-JUL-93,12,"XX",0,""
"T01","01",14-JUL-93,3,"XX",0,""
"T01","01",14-JUL-93,4,"29",1,""
"T01","01",14-JUL-93,4,"8",2,""
"T01","01",14-JUL-93,4,"98",2,""
"T01","01",14-JUL-93,5,"120",2,""
"T01","01",14-JUL-93,5,"75",1,""
"T01","01",14-JUL-93,6,"98",1,""
"T01","01",14-JUL-93,7,"120",1,""
"T01","01",14-JUL-93,7,"8",1,""
"T01","01",14-JUL-93,8,"75",1,""
"T01","01",14-JUL-93,9,"2",1,""
"T01","01",14-JUL-93,9,"8",1,""
"T01","01",14-JUL-93,10,"XX",0,""
"T01","01",14-JUL-93,11,"75",1,""
"T01","01",14-JUL-93,2,"120",2,""
"T05","01",16-JUL-93,3,"75",2,""
"T05","01",16-JUL-93,3,"76",1,""
"T05","01",16-JUL-93,3,"8",3,""
"T05","01",16-JUL-93,4,"120",1,""
"T05","01",16-JUL-93,4,"75",11,""
"T05","01",16-JUL-93,4,"76",1,""
"T05","01",16-JUL-93,4,"8",11,""
"T05","01",16-JUL-93,5,"75",1,""
"T05","01",16-JUL-93,5,"8",1,""
"T05","01",16-JUL-93,6,"75",1,""
"T05","01",16-JUL-93,6,"76",1,""
"T05","01",16-JUL-93,6,"8",5,""
"T05","01",16-JUL-93,7,"75",5,""
"T05","01",16-JUL-93,7,"8",3,""
"T05","01",16-JUL-93,7,"88",1,""
"T05","01",16-JUL-93,8,"120",1,""
"T05","01",16-JUL-93,8,"75",1,""
"T05","01",16-JUL-93,8,"76",2,""
"T05","01",16-JUL-93,8,"8",4,""
"T05","01",16-JUL-93,8,"99",1,""
"T05","01",16-JUL-93,9,"75",3,""
"T05","01",16-JUL-93,9,"8",1,""
"T05","01",16-JUL-93,10,"2",1,""
"T05","01",16-JUL-93,10,"75",2,""
"T05","01",16-JUL-93,10,"8",3,""
"T05","01",16-JUL-93,11,"75",1,""
"T05","01",16-JUL-93,11,"8",8,""
"T05","01",16-JUL-93,12,"8",1,""
"T05","01",16-JUL-93,13,"XX",0,""
"T05","01",16-JUL-93,14,"75",1,""
"T05","01",16-JUL-93,14,"8",8,""
"T05","01",16-JUL-93,14,"99",1,""
"T05","01",16-JUL-93,15,"8",2,""
"T03","01",16-JUL-93,9,"XX",0,""
"T03","01",16-JUL-93,10,"93",2,""
"T05","01",16-JUL-93,1,"75",1,""
"T05","01",16-JUL-93,2,"75",1,""
"T05","01",16-JUL-93,3,"120",1,""
"T05","01",16-JUL-93,3,"2",2,""
"T03","01",16-JUL-93,1,"XX",0,""
"T03","01",16-JUL-93,2,"XX",0,""
"T03","01",16-JUL-93,3,"93",1,""
"T03","01",16-JUL-93,4,"93",1,""
"T03","01",16-JUL-93,5,"93",1,""
"T03","01",16-JUL-93,6,"XX",0,""
"T03","01",16-JUL-93,7,"XX",0,""
"T03","01",16-JUL-93,8,"XX",0,""
"T04","02",17-JUL-93,1,"XX",0,""
"T04","02",17-JUL-93,2,"XX",0,""
"T04","02",17-JUL-93,3,"XX",0,""
"T04","02",17-JUL-93,7,"XX",0,""
"T04","02",17-JUL-93,5,"XX",0,""
"T04","02",17-JUL-93,6,"XX",0,""
"T04","02",17-JUL-93,4,"XX",0,""
"T07","01",21-JUL-93,1,"XX",0,""
"T04","01",21-JUL-93,10,"XX",0,""
"T07","01",21-JUL-93,3,"99",1,""
"T07","01",21-JUL-93,4,"29",1,""
"T07","01",21-JUL-93,5,"XX",0,""
"T07","01",21-JUL-93,6,"8",2,""
"T04","01",21-JUL-93,1,"XX",0,""
"T04","01",21-JUL-93,2,"XX",0,""
"T04","01",21-JUL-93,3,"XX",0,""
"T04","01",21-JUL-93,4,"XX",0,""
"T04","01",21-JUL-93,5,"XX",0,""
"T04","01",21-JUL-93,6,"XX",0,""
"T04","01",21-JUL-93,7,"XX",0,""
"T04","01",21-JUL-93,8,"XX",0,""
"T04","01",21-JUL-93,9,"XX",0,""
"T07","01",21-JUL-93,2,"XX",0,""
"T06","01",22-JUL-93,1,"100",1,""
"T01","01",22-JUL-93,2,"100",1,""
"T06","01",22-JUL-93,2,"119",1,""
"T06","01",22-JUL-93,2,"2",1,""
"T06","01",22-JUL-93,2,"75",11,""
"T06","01",22-JUL-93,2,"76",2,""
"T06","01",22-JUL-93,2,"98",4,""
"T06","01",22-JUL-93,2,"99",1,""
"T06","01",22-JUL-93,3,"75",4,""
"T06","01",22-JUL-93,3,"98",3,""
"T06","01",22-JUL-93,4,"119",1,""
"T06","01",22-JUL-93,4,"2",2,""
"T06","01",22-JUL-93,4,"76",1,""
"T06","01",22-JUL-93,4,"98",1,""
"T06","01",22-JUL-93,5,"100",1,""
"T06","01",22-JUL-93,5,"99",1,""
"T06","01",22-JUL-93,6,"100",3,""
"T06","01",22-JUL-93,7,"76",1,""
"T06","01",22-JUL-93,7,"98",2,""
"T06","01",22-JUL-93,8,"98",1,""
"T06","01",22-JUL-93,9,"98",2,""
"T06","01",22-JUL-93,10,"104",1,""
"T06","01",22-JUL-93,10,"76",7,""
"T06","01",22-JUL-93,10,"99",1,""
"T06","01",22-JUL-93,11,"XX",0,""
"T06","01",22-JUL-93,12,"100",1,""
"T06","01",22-JUL-93,12,"75",1,""
"T01","01",22-JUL-93,2,"54",1,""
"T01","01",22-JUL-93,2,"76",1,""
"T01","01",22-JUL-93,3,"XX",0,""
"T01","01",22-JUL-93,4,"100",3,""
"T01","01",22-JUL-93,4,"2",1,""
"T01","01",22-JUL-93,4,"75",2,""
"T01","01",22-JUL-93,4,"88",1,""
"T01","01",22-JUL-93,4,"98",1,""
"T01","01",22-JUL-93,5,"100",1,""
"T01","01",22-JUL-93,5,"2",2,""
